"","ime","cena","link","prodajalec","cena_EUR","buildplans_sales","buildplans_reviews","buildplans_ratings","buildplans_sellers"
"4502","Floral Bouquet Pink Hollyhock Bouquet Digital Download, Image, Vintage, Printable, Clipart, DIY Crafts, 1800's, PNG, JPG",27.94,"https://www.etsy.com/listing/956134442/floral-bouquet-pink-hollyhock-bouquet?click_key=cc21a4789daa7695db7cd6ed132733ac72c19a37%3A956134442&click_sum=921587b2&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-14","SheShedPrintables",1.17,"9,089 sales","1,062 shop reviews","5 out of 5 stars","SheShedPrintables"
"4503","1:12 complete Stair Kits, barewood - Interchangeable Left or Right Hand Rail C01",630.6,"https://www.etsy.com/listing/701231641/112-complete-stair-kits-barewood?click_key=5ba2ce2a2a198b2d0447e204c33ad6017b22eb9c%3A701231641&click_sum=66415212&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-15","DollsHouseDirect",26.49,"19,029 sales","5,380 shop reviews","5 out of 5 stars","DollsHouseDirect"
"4504","Minimal dining table in solid wood 6 people",10125,"https://www.etsy.com/listing/1312331046/minimal-dining-table-in-solid-wood-6?click_key=2cbabe7610e58bd497f9ee9f653537bf4f7603b1%3A1312331046&click_sum=6a85e2f3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-16&pro=1&frs=1","GlifoFurniture",425.25,"124 sales","31 shop reviews","4.5 out of 5 stars","GlifoFurniture"
"4505","THE BEST quality SET of 2  table legs, Industrial style table legs, Steel metal table legs, Dining table legs, Kitchen table legs",5287.5,"https://www.etsy.com/listing/701165817/the-best-quality-set-of-2-table-legs?click_key=4ccbb6b66f1b641fb326594b11aa0129be0d0d44%3A701165817&click_sum=a3397da9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-9&pro=1&sts=1","GJsteelandwood",222.08,"7,758 sales","1,673 reviews","5 out of 5 stars","GJsteelandwood"
"4506","4x Hplrif Hairpin Leg ribbed",923.75,"https://www.etsy.com/listing/671056514/4x-hplrif-hairpin-leg-ribbed?click_key=ec187e4d34b82f7c0f99926381a4d28cb52f4d77%3A671056514&click_sum=861abfe6&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-10","GieseMetalldesign",38.8,"5,218 sales","413 reviews","5 out of 5 stars","GieseMetalldesign"
"4507","Almada, MALM Kits, Furniture Overlays, Furniture Decor, Furniture Appliques, Mirrored Furniture, Refurbished Furniture, SKU:ALMA",685.91,"https://www.etsy.com/listing/577200506/almada-malm-kits-furniture-overlays?click_key=344badfe9ebed58395c47ddbfda83d5bfdfab8f0%3A577200506&click_sum=0c11d2b5&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-11&sts=1","HomeArtStickers",28.81,"50,179 sales","5,747 reviews","4.5 out of 5 stars","HomeArtStickers"
"4508","Aveiro, BESTA Kits, Furniture Overlays, Mirrored Furniture, Furniture Decor, Furniture Appliques, Refurbished Furniture, SKU:AVBE",1270.21,"https://www.etsy.com/listing/593866693/aveiro-besta-kits-furniture-overlays?click_key=3ab0c52cdf7cf507db3a3e21856d6bb09852c491%3A593866693&click_sum=56ce0c38&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-12&sts=1","HomeArtStickers",53.35,"50,179 sales","5,747 reviews","4.5 out of 5 stars","HomeArtStickers"
"4509","Ikea Malm Decal \ Pastel Seigaiha \ Dresser Sticker \ Removable Decal \ Ikea Dresser Stickers \ Malm Decal \ Ikea Vinyl Decal",1199.75,"https://www.etsy.com/listing/1391073421/ikea-malm-decal-pastel-seigaiha-dresser?click_key=03f797ca5c2c513b3cafc7c16cf8c34e7707d5ab%3A1391073421&click_sum=8cfb3d3f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-17&sts=1","WallvyDecal",50.39,"240 sales","55 shop reviews","5 out of 5 stars","WallvyDecal"
"4510","Bench Footstool, Pouffe, Footrest Hallway, Seat Upholstered, fabric with stripes, patterns, black and white, classic pattern, otomi ottoman",2475,"https://www.etsy.com/listing/995553247/bench-footstool-pouffe-footrest-hallway?click_key=88ae536787007f8394e70ac22ca891adc6282713%3A995553247&click_sum=765e1f87&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-18&sca=1&sts=1","BENCHDECOR",103.95,"1,601 sales","472 reviews","5 out of 5 stars","BENCHDECOR"
"4511","Mermaid Stencil Mask Reusable PP Sheet for Arts & Crafts",205.66,"https://www.etsy.com/listing/714746156/mermaid-stencil-mask-reusable-pp-sheet?click_key=54dc9e0fc50d18ff0265fa1823cca7d647275721%3A714746156&click_sum=e199e1d9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-19","GetCraftyUK",8.64,"7,906 sales","1,015 shop reviews","5 out of 5 stars","GetCraftyUK"
"4512","BLINDATA port panel as the YOU - 210 cm x 90 cm x 0.6 cm other sizes",4475,"https://www.etsy.com/listing/740040751/blindata-port-panel-as-the-you-210-cm-x?click_key=6c30f01191baee61b0adabab8cdde81c64f7b38e%3A740040751&click_sum=a553b8b2&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-20","Saperfarbello",187.95,"10 sales","8 shop reviews","0 out of 5 stars","Saperfarbello"
"4513","Trapezoid flat steel bar bench legs, coffee table legs, bench base, coffee table base (SET OF 2)",2000,"https://www.etsy.com/listing/614658800/trapezoid-flat-steel-bar-bench-legs?click_key=468bc372ac5a247b1124dfe69cf52385b5bc8253%3A614658800&click_sum=1c8edf06&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-21","SigmaMetalDesign",84,"4,138 sales","549 reviews","5 out of 5 stars","SigmaMetalDesign"
"4514","Deer woodland scene stencil-Layering/background/Reusable Winter Forest Christmas scene stencilling/Painting",274.22,"https://www.etsy.com/listing/1017257795/deer-woodland-scene-stencil?click_key=3d880a71fbceef1e88eee998dad4adfeacd9bc09%3A1017257795&click_sum=67513d1c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-22&sca=1","FabricsAndCraftUK",11.52,"10,716 sales","2,313 shop reviews","5 out of 5 stars","FabricsAndCraftUK"
"4515","Metatron's Cube - Sacred Geometry Reusable Plastic Stencil - version 2",168.56,"https://www.etsy.com/listing/1140958184/metatrons-cube-sacred-geometry-reusable?click_key=fbebdffa8599d4f17973349e8cfb12cf1c27af23%3A1140958184&click_sum=7fd1910a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-23","StencilDirect",7.08,"9,873 sales","894 reviews","5 out of 5 stars","StencilDirect"
"4516","24"" Width Premium Dark Natural  Radio  Rattan Cane Mesh Webbing-Square Rattan Weave For Furniture repairs, Diy projects, Cut To Size",215.24,"https://www.etsy.com/listing/1279614396/24-width-premium-dark-natural-radio?click_key=5f86533390f9ad5e1446d877deceb1bb990c92f3%3A1279614396&click_sum=326bc74c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-24&pro=1&frs=1","BiBiGreenHome",9.04,"293 sales","27 shop reviews","5 out of 5 stars","BiBiGreenHome"
"4517","Evora, MALM Kits, 2 Pieces, Furniture Decor, Furniture Appliques, Furniture Overlays, Mirrored Furniture, SKU:EVMA-2",457.27,"https://www.etsy.com/listing/701973664/evora-malm-kits-2-pieces-furniture-decor?click_key=828d08a7394599c99efbc357a01aaf6f00ff3d7d%3A701973664&click_sum=f7944de9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-13&sts=1","HomeArtStickers",19.21,"50,179 sales","5,747 shop reviews","4.5 out of 5 stars","HomeArtStickers"
"4518","DIY-Stool Plans - Easy level  - Great first project - Woodworking plans - Furniture plans - PDF plans - Chair plans",121,"https://www.etsy.com/listing/1408987367/diy-stool-plans-easy-level-great-first?click_key=61f4d3feba0ec2aa7bdc4cb3946eeff5ad00ee16%3A1408987367&click_sum=4c0d8592&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-14","okaDesignFinland",5.08,"3 sales","1 shop review","5 out of 5 stars","okaDesignFinland"
"4519","SET of 2 dining table legs, Industrial style table legs, Steel metal table legs, Dining table legs, Kitchen table legs,Industrial home decor",4500,"https://www.etsy.com/listing/603684961/set-of-2-dining-table-legs-industrial?click_key=d7279857bbc1a3a598fa131707d446f610ee66da%3A603684961&click_sum=b5aa9b1e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-15&pro=1&sts=1","GJsteelandwood",189,"7,758 sales","1,673 reviews","5 out of 5 stars","GJsteelandwood"
"4520","Set of 4 Wooden Furniture Legs for Sofas, Cabinets, TV Units, Wooden Design Furniture Legs, Perfect fit for your DIY projects - NL6",1006,"https://www.etsy.com/listing/1313645585/set-of-4-wooden-furniture-legs-for-sofas?click_key=ffbd5134610eceed649b5697e44ec060d9d60cb0%3A1313645585&click_sum=f061481f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-16&pro=1","EleganceWoodenLegs",42.25,"528 sales","139 shop reviews","5 out of 5 stars","EleganceWoodenLegs"
"4521","Wall Decal Wall Sticker Arabic Bismillah Allah Living Room Wall Slogan Bedroom Wall Sticker Hallway Sticker W5584",249.75,"https://www.etsy.com/listing/1055955635/wall-decal-wall-sticker-arabic-bismillah?click_key=8a2baf9a3984e9e03ece842c41a2d4c31ccb9d6e%3A1055955635&click_sum=72c4f141&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-25","LittleDecoWandtattoo",10.49,"22,209 sales","3,842 shop reviews","5 out of 5 stars","LittleDecoWandtattoo"
"4522","Miniature sampler kit 1:12 dollhouse miniatures Birds petit point needlepoint w/ wooden frame for nursery bedroom 32 count fabric 2 x 2.5”",443.91,"https://www.etsy.com/listing/177772791/miniature-sampler-kit-112-dollhouse?click_key=a32445c593b501ae50935e2bdb169b2db1e1dc3e%3A177772791&click_sum=284b9d24&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-26&sts=1","DollhouseNeedlepoint",18.64,"2,070 sales","423 reviews","5 out of 5 stars","DollhouseNeedlepoint"
"4523","checkered knobs in red/blue",347.5,"https://www.etsy.com/listing/1079344576/checkered-knobs-in-redblue?click_key=ad37c05960a29ca8d3da78a044c9bd3fa74f8cc6%3A1079344576&click_sum=f68883e1&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-27","VitaMonella",14.6,"1,212 sales","243 shop reviews","5 out of 5 stars","VitaMonella"
"4524","The BEST quality set of 2 COFFEE/ BENCH steel table legs,Industrial style table legs,Steel table legs,Metal table legs, Living room table",3712.5,"https://www.etsy.com/listing/1098422810/the-best-quality-set-of-2-coffee-bench?click_key=773c8d0a61f8576a7009026a1a24b9e9e9fb0dab%3A1098422810&click_sum=2635df79&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-28&pro=1&sts=1","GJsteelandwood",155.93,"7,758 sales","1,673 shop reviews","5 out of 5 stars","GJsteelandwood"
"4525","Ikea Kura Bed Decal \ Sleeping Sky \ Bed Sticker \ Removable Decals \ Peel and Stick \ Ikea Vinyl Decal",2249.75,"https://www.etsy.com/listing/1400463797/ikea-kura-bed-decal-sleeping-sky-bed?click_key=5d4f77c1800bd79c22437d1b2eba82f352b08f82%3A1400463797&click_sum=cfbc8dc4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-29&sts=1","WallvyDecal",94.49,"240 sales","55 shop reviews","5 out of 5 stars","WallvyDecal"
"4526","Cow distressed pull up antique effect sofa leather, upholstery leather two tone used effect cow hide 1,3-1,4mm(3,5 oz)",3875,"https://www.etsy.com/listing/1376955149/cow-distressed-pull-up-antique-effect?click_key=54c715161f5b5c487185a7b8c1335b3fea345ee7%3A1376955149&click_sum=6a161342&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-30&sts=1","SalvoLeather",162.75,"1,887 sales","525 shop reviews","5 out of 5 stars","SalvoLeather"
"4527","Elephant Wall Hook, Animal Wall Hooks, Stylish Hooks, Kid's Room Wall Hooks, Decorative Coat Hook, bag hanger hook, Bathroom Towel Wall Hook",242.73,"https://www.etsy.com/listing/1344394411/elephant-wall-hook-animal-wall-hooks?click_key=1471508c5af0dce54d36609bb9b7ce247acf20f0%3A1344394411&click_sum=a1efc677&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-31&pro=1&sts=1","MyHomeHardwares",10.19,"12,502 sales","1,451 shop reviews","5 out of 5 stars","MyHomeHardwares"
"4528","1：12 Scale Vintage Miniature Home Appliances Electric Fan Furniture Dollhouse Mini Modern Floor Fan DIY Crafts Decoration Accessories",139.49,"https://www.etsy.com/listing/1243148537/112-scale-vintage-miniature-home?click_key=98836553fe4dcdc6bedff34883493770c61f2c29%3A1243148537&click_sum=0de995f9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-32","CpLeatherCrafts",5.86,"12,982 sales","1,412 shop reviews","5 out of 5 stars","CpLeatherCrafts"
"4529","Miniature fretwork panel for victorian dollhouse or roombox one inch scale , 1:12 miniature supplies",324.75,"https://www.etsy.com/listing/940523596/miniature-fretwork-panel-for-victorian?click_key=acb1caf76fdd0d0fd940f2b47094abe7dd02682d%3A940523596&click_sum=a8cd0377&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-33","MiniaturesByVio",13.64,"4,810 sales","1,144 shop reviews","5 out of 5 stars","MiniaturesByVio"
"4530","Dining table leg for OVAL LARGE table top, Industrial style table leg, Steel table leg, Dining table leg, Kitchen table leg/ Oval",5850,"https://www.etsy.com/listing/1047819444/dining-table-leg-for-oval-large-table?click_key=5cdc734e14449c0664af9271a567d9109fe41027%3A1047819444&click_sum=40340e88&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-34&pro=1&sts=1","GJsteelandwood",245.7,"7,758 sales","1,673 reviews","5 out of 5 stars","GJsteelandwood"
"4531","Modern bird branch Wall Hooks / Decorative bird on branch Hooks / Wall Hook Coat Hangers Rack /Bird Hooks",363.28,"https://www.etsy.com/listing/1193893935/modern-bird-branch-wall-hooks-decorative?click_key=831c3efea364ad3012ca4d73ae670042ec614157%3A1193893935&click_sum=4b418039&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-35&pro=1&sts=1","MyHomeHardwares",15.26,"12,502 sales","1,451 reviews","5 out of 5 stars","MyHomeHardwares"
"4532","Openwork table legs, Dining table legs, Industrial style table legs, Kitchen table legs, Steel table legs, N101A",8302.5,"https://www.etsy.com/listing/1329154742/openwork-table-legs-dining-table-legs?click_key=ab4032530478d8dba1a9e2561e1cc1a18182cc88%3A1329154742&click_sum=a4e30e70&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-36&pro=1&frs=1&sts=1","StudioVerne",348.71,"637 sales","122 shop reviews","5 out of 5 stars","StudioVerne"
"4533","Cabinet For Viking Kid Montesori Toddler Wardrobe  Dıy DXF File Cnc Cut Plywood Bed Kids Room Bedroom Minimal  Sailor Wawe Ocean Sea Surfing",279.22,"https://www.etsy.com/listing/1202653734/cabinet-for-viking-kid-montesori-toddler?click_key=9d2fd0059e7b64e8713d527ec3bf0dfefdf54325%3A1202653734&click_sum=2d9255a7&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-37","CarlasPerfectGifts",11.73,"657 sales","64 shop reviews","4.5 out of 5 stars","CarlasPerfectGifts"
"4534","Steel DINING TABLE FRAME, Steel dining table base, Metal dining table base, Steel table base for marble, reclaimed wood, glass table top",12600,"https://www.etsy.com/listing/1254107256/steel-dining-table-frame-steel-dining?click_key=22702a574e6f42397d6858d57e0465e85d0f7257%3A1254107256&click_sum=8ce0c2a3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-38&pro=1&sts=1","GJsteelandwood",529.2,"7,758 sales","1,673 shop reviews","5 out of 5 stars","GJsteelandwood"
"4535","Handmade Ottoman Tea Coffee Table or Footrest jute rope design Rustic Boho style",5150,"https://www.etsy.com/listing/863951663/handmade-ottoman-tea-coffee-table-or?click_key=b63b57268de611a752839bc24428e615b54902e3%3A863951663&click_sum=59057894&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-39&cns=1","WardasManufacture",216.3,"45 sales","11 reviews","5 out of 5 stars","WardasManufacture"
"4536","18 in.Doll School Desk Woodworking Plans, Great for American Girl Dolls!",195.38,"https://www.etsy.com/listing/178379982/18-indoll-school-desk-woodworking-plans?click_key=664186bd5b5391aaeaa99e516e097afa0e02fc63%3A178379982&click_sum=382ee886&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-40","MakerWorksLLC",8.21,"1,406 sales","82 shop reviews","4.5 out of 5 stars","MakerWorksLLC"
"4537","SET of 2 W-type Dining/ Kitchen table legs, Industrial table legs, Steel table legs, Metal table legs, Table base, Home interior",4950,"https://www.etsy.com/listing/1187976426/set-of-2-w-type-dining-kitchen-table?click_key=d2e78d28302d1e73048fc9d00249bd82b069c47f%3A1187976426&click_sum=78e0438c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-41&pro=1&sts=1","GJsteelandwood",207.9,"7,758 sales","1,673 shop reviews","5 out of 5 stars","GJsteelandwood"
"4538","Kira Stencil - Lovestencil - 2 Pack Tile Stencil Bathroom/Kitchen & Hallways Floors/Walls",411.05,"https://www.etsy.com/listing/1090991879/kira-stencil-lovestencil-2-pack-tile?click_key=4c681c8b02cac608feddab6da373bba95bc0da95%3A1090991879&click_sum=179df252&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-42","LoveStencil",17.26,"2,475 sales","282 shop reviews","4.5 out of 5 stars","LoveStencil"
